0	0
0.001	0
0.002	0
0.003	0
0.004	0
0.005	0
0.006	0
0.007	0
0.008	0
0.009	0
0.01	0
0.011	0
0.012	0
0.013	0
0.014	0
0.015	0
0.016	0
0.017	0
0.018	0
0.019	0
0.02	0
0.021	0
0.022	0
0.023	0
0.024	0
0.025	0
0.026	0
0.027	0
0.028	0
0.029	0
0.03	0
0.031	0
0.032	0
0.033	0
0.034	0
0.035	0
0.036	0
0.037	0
0.038	0
0.039	0
0.04	0
0.041	0
0.042	0
0.043	0
0.044	0
0.045	0
0.046	0
0.047	0
0.048	0
0.049	0
0.05	1
0.051	1
0.052	1
0.053	1
0.054	1
0.055	1
0.056	1
0.057	1
0.058	1
0.059	1
0.06	1
0.061	1
0.062	1
0.063	1
0.064	1
0.065	1
0.066	1
0.067	1
0.068	1
0.069	1
0.07	1
0.071	1
0.072	1
0.073	1
0.074	1
0.075	1
0.076	1
0.077	1
0.078	1
0.079	1
0.08	1
0.081	1
0.082	1
0.083	1
0.084	1
0.085	1
0.086	1
0.087	1
0.088	1
0.089	1
0.09	1
0.091	1
0.092	1
0.093	1
0.094	1
0.095	1
0.096	1
0.097	1
0.098	1
0.099	1
0.1	1
0.101	1
0.102	1
0.103	1
0.104	1
0.105	1
0.106	1
0.107	1
0.108	1
0.109	1
0.11	1
0.111	1
0.112	1
0.113	1
0.114	1
0.115	1
0.116	1
0.117	1
0.118	1
0.119	1
0.12	1
0.121	1
0.122	1
0.123	1
0.124	1
0.125	1
0.126	1
0.127	1
0.128	1
0.129	1
0.13	1
0.131	1
0.132	1
0.133	1
0.134	1
0.135	1
0.136	1
0.137	1
0.138	1
0.139	1
0.14	1
0.141	1
0.142	1
0.143	1
0.144	1
0.145	1
0.146	1
0.147	1
0.148	1
0.149	1
0.15	1
0.151	1
0.152	1
0.153	1
0.154	1
0.155	1
0.156	1
0.157	1
0.158	1
0.159	1
0.16	1
0.161	1
0.162	1
0.163	1
0.164	1
0.165	1
0.166	1
0.167	1
0.168	1
0.169	1
0.17	1
0.171	1
0.172	1
0.173	1
0.174	1
0.175	1
0.176	1
0.177	1
0.178	1
0.179	1
0.18	1
0.181	1
0.182	1
0.183	1
0.184	1
0.185	1
0.186	1
0.187	1
0.188	1
0.189	1
0.19	1
0.191	1
0.192	1
0.193	1
0.194	1
0.195	1
0.196	1
0.197	1
0.198	1
0.199	1
0.2	1
0.201	1
0.202	1
0.203	1
0.204	1
0.205	1
0.206	1
0.207	1
0.208	1
0.209	1
0.21	1
0.211	1
0.212	1
0.213	1
0.214	1
0.215	1
0.216	1
0.217	1
0.218	1
0.219	1
0.22	1
0.221	1
0.222	1
0.223	1
0.224	1
0.225	1
0.226	1
0.227	1
0.228	1
0.229	1
0.23	1
0.231	1
0.232	1
0.233	1
0.234	1
0.235	1
0.236	1
0.237	1
0.238	1
0.239	1
0.24	1
0.241	1
0.242	1
0.243	1
0.244	1
0.245	1
0.246	1
0.247	1
0.248	1
0.249	1
0.25	1
0.251	1
0.252	1
0.253	1
0.254	1
0.255	1
0.256	1
0.257	1
0.258	1
0.259	1
0.26	1
0.261	1
0.262	1
0.263	1
0.264	1
0.265	1
0.266	1
0.267	1
0.268	1
0.269	1
0.27	1
0.271	1
0.272	1
0.273	1
0.274	1
0.275	1
0.276	1
0.277	1
0.278	1
0.279	1
0.28	1
0.281	1
0.282	1
0.283	1
0.284	1
0.285	1
0.286	1
0.287	1
0.288	1
0.289	1
0.29	1
0.291	1
0.292	1
0.293	1
0.294	1
0.295	1
0.296	1
0.297	1
0.298	1
0.299	1
0.3	1
0.301	1
0.302	1
0.303	1
0.304	1
0.305	1
0.306	1
0.307	1
0.308	1
0.309	1
0.31	1
0.311	1
0.312	1
0.313	1
0.314	1
0.315	1
0.316	1
0.317	1
0.318	1
0.319	1
0.32	1
0.321	1
0.322	1
0.323	1
0.324	1
0.325	1
0.326	1
0.327	1
0.328	1
0.329	1
0.33	1
0.331	1
0.332	1
0.333	1
0.334	1
0.335	1
0.336	1
0.337	1
0.338	1
0.339	1
0.34	1
0.341	1
0.342	1
0.343	1
0.344	1
0.345	1
0.346	1
0.347	1
0.348	1
0.349	1
0.35	1
0.351	1
0.352	1
0.353	1
0.354	1
0.355	1
0.356	1
0.357	1
0.358	1
0.359	1
0.36	1
0.361	1
0.362	1
0.363	1
0.364	1
0.365	1
0.366	1
0.367	1
0.368	1
0.369	1
0.37	1
0.371	1
0.372	1
0.373	1
0.374	1
0.375	1
0.376	1
0.377	1
0.378	1
0.379	1
0.38	1
0.381	1
0.382	1
0.383	1
0.384	1
0.385	1
0.386	1
0.387	1
0.388	1
0.389	1
0.39	1
0.391	1
0.392	1
0.393	1
0.394	1
0.395	1
0.396	1
0.397	1
0.398	1
0.399	1
0.4	1
0.401	1
0.402	1
0.403	1
0.404	1
0.405	1
0.406	1
0.407	1
0.408	1
0.409	1
0.41	1
0.411	1
0.412	1
0.413	1
0.414	1
0.415	1
0.416	1
0.417	1
0.418	1
0.419	1
0.42	1
0.421	1
0.422	1
0.423	1
0.424	1
0.425	1
0.426	1
0.427	1
0.428	1
0.429	1
0.43	1
0.431	1
0.432	1
0.433	1
0.434	1
0.435	1
0.436	1
0.437	1
0.438	1
0.439	1
0.44	1
0.441	1
0.442	1
0.443	1
0.444	1
0.445	1
0.446	1
0.447	1
0.448	1
0.449	1
0.45	1
0.451	1
0.452	1
0.453	1
0.454	1
0.455	1
0.456	1
0.457	1
0.458	1
0.459	1
0.46	1
0.461	1
0.462	1
0.463	1
0.464	1
0.465	1
0.466	1
0.467	1
0.468	1
0.469	1
0.47	1
0.471	1
0.472	1
0.473	1
0.474	1
0.475	1
0.476	1
0.477	1
0.478	1
0.479	1
0.48	1
0.481	1
0.482	1
0.483	1
0.484	1
0.485	1
0.486	1
0.487	1
0.488	1
0.489	1
0.49	1
0.491	1
0.492	1
0.493	1
0.494	1
0.495	1
0.496	1
0.497	1
0.498	1
0.499	1
0.5	1
0.501	1
0.502	1
0.503	1
0.504	1
0.505	1
0.506	1
0.507	1
0.508	1
0.509	1
0.51	1
0.511	1
0.512	1
0.513	1
0.514	1
0.515	1
0.516	1
0.517	1
0.518	1
0.519	1
0.52	1
0.521	1
0.522	1
0.523	1
0.524	1
0.525	1
0.526	1
0.527	1
0.528	1
0.529	1
0.53	1
0.531	1
0.532	1
0.533	1
0.534	1
0.535	1
0.536	1
0.537	1
0.538	1
0.539	1
0.54	1
0.541	1
0.542	1
0.543	1
0.544	1
0.545	1
0.546	1
0.547	1
0.548	1
0.549	1
0.55	1
0.551	1
0.552	1
0.553	1
0.554	1
0.555	1
0.556	1
0.557	1
0.558	1
0.559	1
0.56	1
0.561	1
0.562	1
0.563	1
0.564	1
0.565	1
0.566	1
0.567	1
0.568	1
0.569	1
0.57	1
0.571	1
0.572	1
0.573	1
0.574	1
0.575	1
0.576	1
0.577	1
0.578	1
0.579	1
0.58	1
0.581	1
0.582	1
0.583	1
0.584	1
0.585	1
0.586	1
0.587	1
0.588	1
0.589	1
0.59	1
0.591	1
0.592	1
0.593	1
0.594	1
0.595	1
0.596	1
0.597	1
0.598	1
0.599	1
0.6	1
0.601	1
0.602	1
0.603	1
0.604	1
0.605	1
0.606	1
0.607	1
0.608	1
0.609	1
0.61	1
0.611	1
0.612	1
0.613	1
0.614	1
0.615	1
0.616	1
0.617	1
0.618	1
0.619	1
0.62	1
0.621	1
0.622	1
0.623	1
0.624	1
0.625	1
0.626	1
0.627	1
0.628	1
0.629	1
0.63	1
0.631	1
0.632	1
0.633	1
0.634	1
0.635	1
0.636	1
0.637	1
0.638	1
0.639	1
0.64	1
0.641	1
0.642	1
0.643	1
0.644	1
0.645	1
0.646	1
0.647	1
0.648	1
0.649	1
0.65	1
0.651	1
0.652	1
0.653	1
0.654	1
0.655	1
0.656	1
0.657	1
0.658	1
0.659	1
0.66	1
0.661	1
0.662	1
0.663	1
0.664	1
0.665	1
0.666	1
0.667	1
0.668	1
0.669	1
0.67	1
0.671	1
0.672	1
0.673	1
0.674	1
0.675	1
0.676	1
0.677	1
0.678	1
0.679	1
0.68	1
0.681	1
0.682	1
0.683	1
0.684	1
0.685	1
0.686	1
0.687	1
0.688	1
0.689	1
0.69	1
0.691	1
0.692	1
0.693	1
0.694	1
0.695	1
0.696	1
0.697	1
0.698	1
0.699	1
0.7	1
0.701	1
0.702	1
0.703	1
